car-id,car-type,cluster,proj_x,proj_y
20150213120204-866,4,4,23793.186,33759.387
20150213120238-644,5,3,-181045.8,135171.47
20150214010242-372,4,0,17399.605,-108760.49
20150214020239-72,2,4,108153.69,112414.484
20150214020240-113,1,2,101946.38,92250.94
20150214040259-301,2,0,40451.582,-111922.3
20150214050243-579,3,5,4957.567,-86086.01
20150214050259-776,2,0,112228.305,-125303.85
20150214060215-80,3,12,64638.93,78516.44
20150214060220-382,5,5,18833.379,-83773.34
20150214070205-409,2,4,165793.36,99301.82
20150214070227-209,2P,14,-185964.73,-144008.08
20150214070255-757,1,11,92064.086,-122941.39
20150214110221-163,3,4,187658.95,163376.6
20150214110230-668,1,3,-190202.77,4937.6523
20150215040246-830,1,3,-193435.11,89410.75
20150215060213-419,3,0,84918.414,-124313.984
20150215060225-774,1,11,62796.14,-136638.95
20150215070210-159,1,11,109305.17,-120924.29
20150215080233-547,3,2,52795.71,103438.83
20150215110234-930,2,13,115870.79,81733.734
20150216020236-229,4,3,-194588.56,72249.984
20150216020249-396,2,7,-199454.1,-75889.35
20150216030218-144,1,2,104310.016,88000.234
20150216050250-845,1,6,-162719.47,-91463.77
20150216060224-299,3,3,-182939.31,99375.43
20150216090217-343,1,3,-194912.73,99834.06
20150216120249-701,1,5,52034.695,-89011.55
20150217030209-500,2,4,142862.42,42295.34
20150217070227-343,1,4,82255.664,90750.97
20150217080254-664,2,3,-176326.17,170574.53
20150217100259-352,1,4,122103.914,27924.793
20150217110211-163,1,3,-177019.38,197180.31
20150218020205-444,1,2,142535.17,166977.08
20150218020235-744,2,12,88561.555,128776.47
20150218020245-27,2,3,-180283.78,146513.36
20150218030208-54,1,7,-202119.38,-78350.945
20150218060201-241,1,4,105980.69,30493.645
20150218080215-880,3,3,-194035.16,59799.28
20150218080228-384,2,3,-194716.38,96192.25
20150218100235-723,1,3,-177527.8,192236.64
20150218120204-473,4,5,-28500.227,-84092.516
20150218120246-220,1,2,86340.73,81542.266
20150219010247-476,2,7,-199100.81,-75904.34
20150219010259-607,1,13,134742.33,94834.09
20150219040226-843,1,2,111362.04,180562.9
20150219040245-828,4,3,-179731.06,157853.73
20150219050239-130,1,18,18925.613,-97392.94
20150219060208-152,2P,14,-185819.67,-142698.64
20150219060212-464,5,0,48761.277,-117549.17
20150219060243-351,3,2,144426.48,75651.01
20150219060245-412,1,0,51113.496,-110158.96
20150219070245-275,2,5,25549.521,-84326.875
20150219120223-913,1,4,126128.586,57982.97
20150220020224-864,2P,14,-184572.83,-158859.22
20150220020253-931,3,6,-164558.02,-99629.61
20150220040211-856,1,4,194325.4,54815.887
20150220050217-238,2,6,-162523.31,-90855.55
20150220050250-759,1,6,-162594.78,-91543.81
20150220070230-806,1,11,70918.75,-131093.8
20150220070255-321,3,5,99487.87,-91806.27
20150220070258-78,1,3,-194128.3,51989.953
20150220080208-953,1,4,96206.766,27358.713
20150220090207-4,4,2,149931.66,174864.19
20150220100257-488,3,3,-193450.17,64294.113
20150220110204-775,4,6,-156175.53,-94536.28
20150220120207-682,1,2,86082.914,78589.6
20150221010241-26,3,4,203350.61,50984.457
20150221010248-121,3,6,-153978.17,-95895.98
20150221020226-361,3,3,-174080.27,92854.21
20150221050207-983,4,0,137022.05,-133146.42
20150221060206-207,2,3,-189333.73,18863.85
20150221080230-251,1,3,-178098.98,179817.34
20150221080233-162,1,4,190212.86,35507.12
20150221080255-974,3,3,-177433.52,72462.055
20150221090256-672,1,12,37242.938,96237.37
20150222020245-78,1,-1,-126088.9,-127750.16
20150222030253-528,2P,-1,-172866.02,-161645.67
20150222040240-339,2,6,-150942.16,-97254.88
20150222050203-651,4,6,-162627.86,-91317.42
20150222080201-647,2,3,-182532.56,111979.25
20150222120224-908,3,2,86603.84,77945.375
20150222120240-889,2P,17,-185462.27,-172841.66
20150223010214-102,4,2,-694.4713,64681.273
20150223010227-152,1,7,-199130.66,-76203.58
20150223050200-237,3,4,168086.86,52341.594
20150223060208-554,3,11,100823.98,-130639.77
20150223080232-126,2,4,136965.1,34089.74
20150223080236-476,1,3,-194091.77,60319.84
20150223090243-726,3,2,63237.52,64597.79
20150223100216-408,2,4,114932.53,42390.15
20150223110226-578,1,4,173515.98,54708.0
20150223110259-667,1,4,129279.336,30573.686
20150224010207-397,2,4,140620.2,35527.363
20150224010232-820,5,0,104935.69,-127509.94
20150224010242-67,1,0,165139.66,-136840.19
20150224040209-825,2,6,-150802.78,-97148.93
20150224040213-439,2,0,128920.875,-131756.81
20150224040251-670,1,3,-189341.19,19038.855
20150224060210-730,1,2,41070.945,58829.6
20150224080200-493,6,5,32366.55,-84390.64
20150224090221-347,3,5,39582.59,-84781.266
20150224100248-221,1,0,113171.8,-144848.17
20150225010255-927,2P,17,-184733.0,-174176.55
20150225030241-455,3,2,105073.96,141904.62
20150225050220-518,5,6,-162373.38,-90762.945
20150225050254-301,4,7,-199658.89,-77353.1
20150225120206-4,1,3,-193819.11,82647.2
20150225120233-156,1,5,-23572.934,-81888.1
20150226020240-312,1,3,-194421.81,27081.611
20150226040200-707,3,11,140094.23,-146500.8
20150226050215-572,2,3,-192926.34,55140.02
20150226080201-708,3,4,98260.69,64237.24
20150226080250-347,3,12,44651.5,96880.84
20150226090206-282,1,4,99910.875,44210.13
20150226090228-180,3,2,149002.0,91617.17
20150227040216-933,2P,17,-184041.98,-182247.97
20150227050213-13,1,1,-171485.78,-91355.73
20150227050249-620,2,3,-194526.89,83935.414
20150227060225-629,2,3,-177920.56,150635.89
20150227070202-589,2,4,126452.945,83189.734
20150227070212-936,2,3,-177116.3,71735.14
20150227080211-917,1,0,73802.516,-117284.41
20150227100257-879,2,2,57754.96,60228.23
20150227110259-695,1,0,88889.15,-124669.625
20150228010235-447,2,2,94480.82,75629.17
20150228020203-565,3,2,79526.03,135712.05
20150228020218-410,1,4,146822.6,96662.625
20150228040218-159,1,2,111812.58,170906.17
20150228040220-734,3,5,4803.027,-83222.26
20150228040258-293,3,3,-183782.25,88856.96
20150228050229-132,1,7,-200041.39,-76561.14
20150228060237-734,1,4,79805.39,55659.965
20150228060241-909,1,0,156597.11,-130668.63
20150228060253-886,2,3,-194582.56,42630.004
20150228060258-280,3,5,93104.94,-91307.445
20150228070255-830,1,4,192098.8,119169.41
20150228100230-407,1,3,-194797.73,103725.26
20150228100235-385,2,3,-190116.92,8047.906
20150228110224-816,1,4,125880.46,31378.938
20150229030257-163,2,0,33572.117,-111361.02
20150229040200-535,2P,-1,-30770.258,-134336.97
20150229050210-638,1,3,-188532.86,29668.693
20150229060250-368,2P,10,66601.12,-32247.396
20150229070248-397,1,2,73323.48,64840.94
20150229070254-204,1,3,-193481.89,68196.02
20150229080229-708,2,4,107545.195,29449.65
20150229100210-587,2,18,37899.848,-104101.41
20150229100219-140,1,3,-177383.6,191471.81
20150229120212-565,1,3,-197917.08,-315.1007
20150229120229-56,3,13,113776.66,92816.06
20150230020208-895,2P,-1,-210953.28,-135331.47
20150230020229-743,2,5,-15047.009,-84948.445
20150230040228-217,1,5,4860.7817,-83426.45
20150230060218-649,1,3,-194582.44,42275.13
20150230070206-829,1,11,57059.297,-118843.31
20150230070214-548,3,4,87829.15,25455.014
20150230070254-178,4,2,135851.97,164095.56
20150230090247-751,1,3,-194334.81,53128.03
20150230100237-163,1,3,-188237.9,22953.102
20150230100245-923,2,0,108788.266,-113886.22
20150230100247-423,3,4,96286.4,96026.53
20150230110228-138,2,3,-194678.31,61708.902
20150230110247-212,3,2,95523.78,76424.52
20150231010230-879,1,18,38098.3,-101540.734
20150231010233-845,1,11,88470.19,-117712.875
20150231020234-357,1,4,145305.98,101602.03
20150231040206-408,1,0,32946.906,-114786.91
20150231040229-915,4,0,139535.64,-127994.664
20150231050204-372,2,12,120738.01,157841.08
20150231060233-191,1,3,-177897.72,75126.38
20150231120236-701,1,11,100554.45,-137119.45
20150301010358-741,5,2,-386.8615,64854.023
20150301040348-691,2P,17,-184344.12,-183300.2
20150301040355-981,1,4,176550.66,120127.85
20150301050357-768,1,2,114364.12,79067.02
20150301110359-991,1,3,-181183.73,128535.766
20150302010308-139,5,4,138355.42,92226.21
20150302010312-760,1,3,-194287.2,76325.82
20150302010318-216,3,6,-154197.7,-96082.66
20150302060320-142,3,6,-167443.03,-96948.766
20150302120354-207,2,4,123942.2,25946.502
20150303040325-976,1,2,118505.79,94907.94
20150303080344-262,1,11,80620.9,-141534.31
20150303100300-303,1,4,215941.3,137573.94
20150303100335-568,2,4,145023.11,38059.566
20150303100343-74,2P,-1,-7203.187,37684.22
20150303100354-126,2,2,69465.375,68798.52
20150303120312-233,3,4,150914.72,128086.484
20150304020342-804,4,2,96758.74,140764.06
20150304020354-357,1,2,107014.09,90214.33
20150304020357-184,1,3,-171275.8,113051.27
20150304050334-811,2,5,86035.34,-91080.02
20150304060314-79,1,9,-123906.73,-128421.39
20150304070342-20,2,4,88450.59,28006.275
20150304080318-31,1,3,-189287.42,17782.498
20150304080333-22,1,2,61372.94,60130.83
20150304100320-326,1,7,-201193.2,-77105.266
20150304120307-360,1,0,109062.61,-118822.055
20150304120353-11,1,3,-194445.5,64734.16
20150304120355-104,4,4,129346.06,87794.7
20150305030327-986,1,3,-179281.92,166607.31
20150305030356-98,2,0,109632.6,-131168.25
20150305040318-34,2,2,113667.0,88621.945
20150305040319-117,1,0,108509.57,-118153.57
20150305060300-527,1,3,-189656.22,5419.078
20150305070304-542,5,3,-182753.28,106181.945
20150305090320-516,2,0,85886.02,-127757.086
20150305100328-487,3,0,96710.53,-117065.57
20150305110318-934,2,0,159084.25,-138923.12
20150306010334-471,2,0,17620.352,-108793.44
20150306030356-503,1,0,135484.28,-133120.73
20150306050305-235,2,2,130866.35,95222.75
20150306070307-320,2,7,-203366.05,-77619.36
20150306080327-887,2,11,81066.78,-130632.09
20150306110354-15,4,5,125018.01,-93467.95
20150307010338-210,2,4,168401.3,37599.625
20150307020308-823,1,4,138728.58,107964.34
20150307030320-55,3,18,90434.78,-105315.57
20150307040337-388,4,5,5126.9595,-83118.055
20150307050341-35,3,11,131275.25,-124303.23
20150307100357-262,2,3,-193636.55,72466.84
20150307120319-340,2,4,125193.48,26341.744
20150308060316-51,2,3,-194341.16,42720.566
20150308080350-359,2,2,50205.51,81587.98
20150308090350-385,1,1,-175072.06,-88616.66
20150308110311-631,3,3,-194532.42,61605.38
20150308110346-628,1,3,-176636.9,174673.9
20150308110350-292,2,0,97174.6,-111939.53
20150309010312-403,5,3,-184853.11,71567.75
20150309010348-628,1,2,112170.42,150362.34
20150309030327-506,3,-1,132641.9,94485.75
20150309050339-817,5,7,-199967.14,-77024.22
20150309080352-837,2,8,51751.062,-97280.51
20150309100312-290,1,4,133134.75,35819.625
20150309110339-234,3,0,99809.625,-122250.29
20150310030349-569,2P,17,-184399.94,-180070.5
20150310040317-804,3,6,-163696.23,-90882.54
20150310050337-557,1,2,116917.61,91557.26
20150310060307-190,2,0,50423.92,-117345.66
20150310080358-131,1,4,114765.37,26282.023
20150310110337-570,2,11,97376.68,-119321.62
20150311010308-753,3,4,181997.77,112509.734
20150311020301-173,2,12,88247.055,128824.03
20150311040324-846,3,2,113300.79,153587.97
20150311040359-426,1,2,114728.484,94529.03
20150311070357-437,3,0,164355.36,-132055.55
20150311090356-344,3,15,64784.35,101129.88
20150311100310-634,2P,-1,1224.08,-127865.6
20150311110338-47,6,0,186809.36,-141619.62
20150312020332-263,1,8,71235.48,-98773.25
20150312030310-797,1,6,-151739.02,-96647.91
20150312030323-538,1,3,-193592.42,75690.02
20150312050331-531,3,4,174580.69,118121.5
20150312070334-705,1,2,73262.94,60889.2
20150312070358-756,1,4,106557.74,24076.668
20150312090350-592,3,0,58188.465,-110947.32
20150312110353-306,1,4,123948.234,34217.46
20150312110359-70,2,2,167544.1,151426.31
20150313020331-774,2,3,-194203.94,26430.625
20150313020340-835,1,3,-173977.12,93588.85
20150313050304-212,1,6,-149765.45,-98293.555
20150313070357-430,2P,16,73013.484,21836.371
20150313080324-835,1,18,112179.42,-103906.68
20150313090335-839,2,18,74370.19,-106187.1
20150313100322-481,5,3,-194742.78,103095.27
20150313110328-797,2,9,-121698.21,-130265.22
20150313120304-778,1,0,97100.12,-126179.836
20150314010330-172,1,3,-194598.03,69143.75
20150314020358-556,2,8,53556.766,-97396.695
20150314050311-620,2,2,121822.47,98298.93
20150314060301-241,3,2,139116.39,140366.2
20150314100300-561,2,0,142764.14,-117941.6
20150314110309-545,2P,10,94564.836,-39978.2
20150315020313-770,3,6,-153038.4,-96278.41
20150315030313-186,1,3,-182264.05,129643.55
20150315030315-306,1,0,32779.67,-110626.64
20150315040326-931,1,4,158878.17,46940.848
20150315040339-712,3,5,4662.2617,-83237.98
20150315040346-314,1,9,-112025.71,-137603.23
20150315060334-564,2,5,11659.137,-86533.71
20150315070341-687,2,0,65337.355,-115961.11
20150315070348-862,1,3,-194864.14,92274.66
20150315100304-407,1,3,-194569.03,57627.6
20150315110302-350,2,2,167587.06,151607.45
20150315110303-677,1,3,-179579.39,147337.19
20150316010332-387,1,4,135659.33,117356.914
20150316010333-924,2P,-1,-183499.0,-67329.55
20150316030322-873,1,0,127353.82,-116614.58
20150316030333-652,2,2,110140.35,98888.84
20150316060340-469,1,0,69539.91,-130453.734
20150316090337-647,5,3,-177966.6,186514.38
20150316120315-424,1,3,-193997.83,79878.09
20150316120339-456,3,5,-28325.78,-84131.516
20150317010343-76,2,3,-176557.08,80598.93
20150317020307-698,2,4,150519.92,90339.25
20150317050321-831,2,4,68584.76,56335.832
20150317050329-424,1,11,39183.46,-114970.45
20150317060312-681,2,11,39701.207,-113861.85
20150317070356-563,2,7,-200372.48,-77458.73
20150317100334-180,1,2,158112.69,180595.05
20150317100334-591,2,3,-177539.27,191341.33
20150318010358-404,3,3,-194526.95,68733.13
20150318020305-433,1,4,149695.52,40421.14
20150318040307-903,1,-1,98705.38,156515.08
20150318040329-875,1,13,162612.02,107650.79
20150318040333-385,1,7,-202951.1,-77127.76
20150318050336-762,1,3,-179205.83,162633.7
20150318090327-261,2P,17,-185678.77,-163834.7
20150319020304-688,1,3,-189377.73,25429.6
20150319030320-589,3,3,-173534.66,97032.33
20150319040353-167,2,4,188858.28,52026.043
20150319060310-586,4,0,157293.9,-131462.12
20150319090314-498,2,4,135525.02,33714.258
20150319090350-88,1,2,63775.227,76416.664
20150319100341-343,5,4,112930.31,78800.49
20150319120301-287,3,13,99293.36,89303.445
20150319120359-872,2,0,8285.08,-106603.47
20150320010324-914,2,3,-194976.25,62838.254
20150320020348-641,2,3,-194002.84,99077.984
20150320030336-192,4,7,-202315.33,-77521.74
20150320030349-572,1,2,137952.11,107116.79
20150320040327-383,2,4,92052.516,40316.152
20150320050325-256,1,8,19736.086,-94280.17
20150320110357-989,1,3,-177090.81,197009.34
20150320120345-328,3,2,-7742.014,59389.22
20150321010307-127,1,2,58560.156,68184.48
20150321010322-471,2,13,121786.766,97524.24
20150321040305-564,1,3,-179704.4,157657.69
20150321060348-225,1,13,75880.39,62007.793
20150321080317-281,1,4,125832.05,33562.72
20150321080345-584,2,4,91286.164,52774.918
20150321090310-782,2,0,81881.37,-118633.125
20150321100345-935,4,3,-194477.53,56998.395
20150321120327-684,4,6,-167957.31,-88445.03
20150322020344-232,2,4,152045.61,55294.19
20150322060343-331,1,2,45810.85,56760.28
20150322080300-861,4,0,53479.996,-119572.57
20150322080331-384,1,2,56176.24,64319.63
20150322080359-496,1,3,-181513.95,118755.01
20150322090352-662,1,3,-178122.48,65056.59
20150322100332-892,1,5,46828.74,-85174.17
20150322110349-365,1,3,-189322.47,17965.75
20150323010316-495,3,13,145503.05,78285.945
20150323020331-139,1,4,147195.3,96757.21
20150323030348-749,1,2,142760.73,101052.44
20150323040301-184,1,13,141075.7,122641.83
20150323050310-883,1,3,-188784.95,32211.205
20150323050332-513,3,2,120228.6,171693.72
20150323050354-727,3,13,78275.836,40606.633
20150323060306-955,2,4,78246.336,85438.03
20150323070338-324,1,3,-194425.73,45506.53
20150323090352-23,2,4,133586.58,42046.71
20150323120317-848,1,6,-151661.55,-101242.81
20150324030322-373,2,7,-201965.9,-78375.25
20150324060332-594,2,8,33354.773,-91792.22
20150324080316-784,1,2,127342.37,150366.72
20150325010306-666,3,3,-189283.14,21316.15
20150325010321-329,1,4,134252.06,41247.703
20150325010332-715,4,2,58.541805,64893.16
20150325020345-881,3,8,64270.23,-98232.98
20150325020355-94,1,3,-194096.67,26248.61
20150325030320-992,1,3,-184237.7,83101.14
20150325060300-912,1,2,34437.96,66458.49
20150325060313-681,4,0,146703.25,-134470.53
20150325090305-573,1,5,39241.01,-84785.58
20150325090326-748,1,3,-194520.6,54274.867
20150326040316-459,1,3,-173829.52,106066.85
20150326050302-149,2,1,-144347.23,-112211.195
20150326070301-296,2,0,155270.12,-135944.33
20150326080304-403,5,2,142614.5,169454.47
20150326090318-883,1,3,-195010.4,101676.36
20150326090329-717,2,0,93598.07,-144485.1
20150326110308-543,1,4,123773.43,46207.14
20150326110316-836,2,3,-194988.72,107760.92
20150326110322-354,2,0,84259.914,-115836.8
20150326120302-265,1,3,-180179.28,134862.72
20150326120337-794,4,0,97020.51,-125993.76
20150327030331-456,1,2,99654.83,84725.11
20150327030347-941,1,4,141505.64,44858.996
20150327050342-760,1,3,-173583.6,104210.99
20150327100356-183,1,3,-189629.33,7559.2383
20150327120333-393,3,0,8621.83,-107283.38
20150328040327-867,4,5,77735.766,-90642.26
20150328050342-266,2,4,65860.555,60861.19
20150328060313-318,1,2,41084.05,62239.414
20150328060314-923,1,4,59400.53,84810.21
20150328070321-554,1,4,88645.24,33334.207
20150328070334-74,3,4,89168.58,19483.451
20150328070355-178,1,5,25315.545,-84049.06
20150328070359-611,1,2,48693.71,55201.168
20150328090306-30,1,4,131455.45,36520.254
20150328090330-172,1,4,116595.97,25521.908
20150329010321-683,2,12,72072.664,120052.7
20150329010340-772,2,2,95258.18,86384.5
20150329020331-802,2,4,149960.4,37264.02
20150329020335-284,3,3,-179235.86,154568.12
20150329030344-472,2,2,90578.53,77891.32
20150329030356-86,1,2,115696.57,156740.92
20150329060327-985,1,3,-178851.6,168607.27
20150329070326-185,3,5,25912.258,-84133.71
20150329080354-90,3,2,55996.11,65672.664
20150329090301-42,2,5,122889.67,-88601.5
20150329090321-197,5,3,-182064.12,117587.66
20150329090328-682,1,3,-194469.75,53263.156
20150329090346-314,1,0,82223.74,-118662.375
20150329100312-987,1,7,-200969.72,-77596.35
20150329110309-665,3,5,54246.242,-85557.92
